cell_id,susceptibility_probability,neighbor_count,neighbor_mean_risk,neighbor_max_risk,neighbor_risk_std,neighbor_high_risk_fraction,spatial_pressure_score,spatial_category
51_1520,0.0140601257382325,0,0.0,0.0,0.0,0.0,0.0,LOW
52_235,0.3170483753834816,0,0.0,0.0,0.0,0.0,0.0,LOW
53_566,0.3586772402235446,0,0.0,0.0,0.0,0.0,0.0,LOW
53_801,0.0006665180522151,0,0.0,0.0,0.0,0.0,0.0,LOW
59_1544,0.0123489023345994,0,0.0,0.0,0.0,0.0,0.0,LOW
61_1203,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
62_218,0.7532799020424019,0,0.0,0.0,0.0,0.0,0.0,LOW
62_993,0.126005266955267,0,0.0,0.0,0.0,0.0,0.0,LOW
62_1076,0.0058813547904324,0,0.0,0.0,0.0,0.0,0.0,LOW
67_1132,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
69_27,0.4316771766880461,0,0.0,0.0,0.0,0.0,0.0,LOW
70_593,0.0077376713809956,0,0.0,0.0,0.0,0.0,0.0,LOW
80_1256,0.0018538690721933,0,0.0,0.0,0.0,0.0,0.0,LOW
83_532,0.0999959750054757,0,0.0,0.0,0.0,0.0,0.0,LOW
84_1435,0.0279374458874458,0,0.0,0.0,0.0,0.0,0.0,LOW
85_1002,0.020893154786479,0,0.0,0.0,0.0,0.0,0.0,LOW
87_1024,0.1951306794654621,0,0.0,0.0,0.0,0.0,0.0,LOW
92_891,0.00014438949584,0,0.0,0.0,0.0,0.0,0.0,LOW
93_93,0.6908721354125281,0,0.0,0.0,0.0,0.0,0.0,LOW
93_428,0.0016535159625936,0,0.0,0.0,0.0,0.0,0.0,LOW
94_580,0.0238975061227602,0,0.0,0.0,0.0,0.0,0.0,LOW
96_631,0.0066060301151077,0,0.0,0.0,0.0,0.0,0.0,LOW
97_1012,0.0818039398196932,0,0.0,0.0,0.0,0.0,0.0,LOW
101_401,0.1135609575846148,0,0.0,0.0,0.0,0.0,0.0,LOW
102_554,0.0124385979380986,0,0.0,0.0,0.0,0.0,0.0,LOW
102_1442,0.0015932269365511,0,0.0,0.0,0.0,0.0,0.0,LOW
104_1297,0.0125535159625936,0,0.0,0.0,0.0,0.0,0.0,LOW
105_74,0.2038334733893556,0,0.0,0.0,0.0,0.0,0.0,LOW
107_1391,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
110_97,0.272133116883117,0,0.0,0.0,0.0,0.0,0.0,LOW
110_951,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
111_1425,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
112_1345,0.0046649801833044,0,0.0,0.0,0.0,0.0,0.0,LOW
114_1106,0.0111932595523372,0,0.0,0.0,0.0,0.0,0.0,LOW
118_1383,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
122_433,0.359889707756012,0,0.0,0.0,0.0,0.0,0.0,LOW
125_958,0.0022217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
126_1544,0.0191353015286257,0,0.0,0.0,0.0,0.0,0.0,LOW
130_1126,0.0142587031270273,0,0.0,0.0,0.0,0.0,0.0,LOW
132_516,0.075386444829769,0,0.0,0.0,0.0,0.0,0.0,LOW
134_1295,0.0005765928856705,0,0.0,0.0,0.0,0.0,0.0,LOW
138_675,0.0629670364603607,0,0.0,0.0,0.0,0.0,0.0,LOW
140_27,0.0299422937248946,0,0.0,0.0,0.0,0.0,0.0,LOW
141_1564,7.659288567056101e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
142_942,0.0041991187848159,0,0.0,0.0,0.0,0.0,0.0,LOW
149_687,0.1174324210757453,1,0.1580890755323997,0.1580890755323997,0.0,0.0,11.066235287267979,LOW
150_686,0.1580890755323997,1,0.1174324210757453,0.1174324210757453,0.0,0.0,8.220269475302171,LOW
150_1110,0.0116832173346678,0,0.0,0.0,0.0,0.0,0.0,LOW
154_105,0.1493187978687979,1,0.3337698688284899,0.3337698688284899,0.0,0.0,23.363890817994296,LOW
156_103,0.3337698688284899,1,0.1493187978687979,0.1493187978687979,0.0,0.0,10.452315850815854,LOW
156_878,0.0158654207244984,0,0.0,0.0,0.0,0.0,0.0,LOW
158_1490,0.0028645833579076,0,0.0,0.0,0.0,0.0,0.0,LOW
159_757,0.0028991187848159,0,0.0,0.0,0.0,0.0,0.0,LOW
160_1535,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
162_836,0.0034717983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
163_823,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
165_1205,0.0028955357388599,0,0.0,0.0,0.0,0.0,0.0,LOW
167_997,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
169_250,0.0911606631930161,0,0.0,0.0,0.0,0.0,0.0,LOW
171_726,0.0028099262190038,0,0.0,0.0,0.0,0.0,0.0,LOW
173_1302,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
175_1422,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
176_65,0.1560743867243867,0,0.0,0.0,0.0,0.0,0.0,LOW
177_441,0.0070864431803034,0,0.0,0.0,0.0,0.0,0.0,LOW
179_140,0.1249192346301042,0,0.0,0.0,0.0,0.0,0.0,LOW
179_393,0.0312525326463929,0,0.0,0.0,0.0,0.0,0.0,LOW
181_409,0.0672457882641125,0,0.0,0.0,0.0,0.0,0.0,LOW
182_1213,0.0170154491587734,0,0.0,0.0,0.0,0.0,0.0,LOW
183_57,0.0520562092440987,0,0.0,0.0,0.0,0.0,0.0,LOW
183_521,0.6647050316350318,0,0.0,0.0,0.0,0.0,0.0,LOW
185_39,0.7379189114806763,0,0.0,0.0,0.0,0.0,0.0,LOW
186_549,0.8318299940064043,0,0.0,0.0,0.0,0.0,0.0,LOW
186_772,0.0005217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
188_63,0.716601564818437,0,0.0,0.0,0.0,0.0,0.0,LOW
189_1397,0.0012217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
190_534,0.7198054390553639,0,0.0,0.0,0.0,0.0,0.0,LOW
190_544,0.9086839068025796,0,0.0,0.0,0.0,0.0,0.0,LOW
191_528,0.8439483245313933,0,0.0,0.0,0.0,0.0,0.0,LOW
191_1609,0.0171528640441683,0,0.0,0.0,0.0,0.0,0.0,LOW
193_412,0.9118066859066865,2,0.9437543920906957,0.9583068586443588,0.02058029556617137,1.0,96.4993814429586,EXTREME
194_1163,0.0006884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
196_414,0.9583068586443588,3,0.9112172684289708,0.9292019255370324,0.018286491612329675,1.0,94.3247485032698,EXTREME
197_397,0.9303940767409482,5,0.9617567790433471,0.9959666666666668,0.03407751058035946,1.0,98.3492711617339,EXTREME
197_413,0.9292019255370324,3,0.9209189127980796,0.9583068586443588,0.033766902848353174,1.0,95.58596227125395,EXTREME
198_373,0.1033490178065174,0,0.0,0.0,0.0,0.0,0.0,LOW
198_399,0.9959666666666668,5,0.9486422610582034,0.9955194444444444,0.029993568827389835,1.0,97.81127377566148,EXTREME
199_37,0.0581358758335478,0,0.0,0.0,0.0,0.0,0.0,LOW
199_399,0.9347888774739838,5,0.96087781889674,0.9959666666666668,0.0349914112153806,1.0,98.3141127558696,EXTREME
199_400,0.9955194444444444,5,0.9487317055026478,0.9959666666666668,0.030168467505150832,1.0,97.82826822010591,EXTREME
199_415,0.8926431938431935,2,0.9437543920906957,0.9583068586443588,0.02058029556617137,1.0,96.4993814429586,EXTREME
199_995,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
200_397,0.9216723889749324,6,0.9649480994242524,0.9959666666666668,0.028529167143758295,1.0,98.4769239769701,EXTREME
200_550,0.8970103923888393,0,0.0,0.0,0.0,0.0,0.0,LOW
201_401,0.960836517656708,5,0.9556682908601951,0.9959666666666668,0.036886754676730825,1.0,98.1057316344078,EXTREME
202_1166,0.0006884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
202_1269,0.0018122024055266,0,0.0,0.0,0.0,0.0,0.0,LOW
203_393,0.9721830135627628,2,0.9484217794129258,0.9751711698509192,0.03782935074262346,1.0,97.19200627204461,EXTREME
204_389,0.9751711698509192,1,0.9721830135627628,0.9721830135627628,0.0,1.0,98.0528109493934,EXTREME
204_786,0.0077163871097113,0,0.0,0.0,0.0,0.0,0.0,LOW
206_941,0.0012217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
206_1313,0.0006884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
207_398,0.930032690263682,0,0.0,0.0,0.0,0.0,0.0,LOW
207_551,0.9497190121862924,1,0.9671664480202272,0.9671664480202272,0.0,1.0,97.70165136141591,EXTREME
208_541,0.9723897574682052,2,0.9785401542936014,0.9818262654047124,0.004647262900798082,1.0,98.59639413388543,EXTREME
208_542,0.9752540431824904,2,0.9771080114364588,0.9818262654047124,0.006672618752624908,1.0,98.53910841959973,EXTREME
208_550,0.9671664480202272,1,0.9497190121862924,0.9497190121862924,0.0,1.0,96.48033085304047,EXTREME
209_1184,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
209_1258,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
209_1337,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
212_536,0.8797771307981845,2,0.9168985588057559,0.9818262654047124,0.0918216432460255,1.0,96.1307303143716,EXTREME
212_538,0.9818262654047124,4,0.9198479459139199,0.9752540431824904,0.06335994436578211,1.0,96.05153913203151,EXTREME
213_922,0.0012217983651226,1,6.220240552665621e-05,6.220240552665621e-05,0.0,0.0,0.004354168386865935,LOW
214_536,0.8519708522067992,2,0.9308016981014484,0.9818262654047124,0.07215963509449463,1.0,96.68685588619931,EXTREME
214_923,6.220240552665621e-05,1,0.0012217983651226,0.0012217983651226,0.0,0.0,0.08552588555858201,LOW
216_668,0.0155551316984559,0,0.0,0.0,0.0,0.0,0.0,LOW
218_793,0.0008201826292603,0,0.0,0.0,0.0,0.0,0.0,LOW
221_1601,7.659288567056101e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
222_1036,0.0035622024055266,0,0.0,0.0,0.0,0.0,0.0,LOW
223_498,0.9461307780371888,0,0.0,0.0,0.0,0.0,0.0,LOW
223_591,0.0115480214570991,0,0.0,0.0,0.0,0.0,0.0,LOW
224_1401,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
225_41,0.1555020668873609,0,0.0,0.0,0.0,0.0,0.0,LOW
225_934,0.0010217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
226_699,7.659288567056101e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
227_1644,0.0110131403564646,0,0.0,0.0,0.0,0.0,0.0,LOW
228_721,0.00114438949584,0,0.0,0.0,0.0,0.0,0.0,LOW
231_1310,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
234_382,0.93871240981241,0,0.0,0.0,0.0,0.0,0.0,LOW
236_1344,0.0008789412222654,0,0.0,0.0,0.0,0.0,0.0,LOW
237_46,0.0419939607188798,0,0.0,0.0,0.0,0.0,0.0,LOW
240_1004,0.0019733135166377,1,0.0030983135166377,0.0030983135166377,0.0,0.0,0.21688194616463902,LOW
243_522,0.932701219598091,1,0.9877476190476192,0.9877476190476192,0.0,1.0,99.14233333333334,EXTREME
244_467,0.0008217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
244_1007,0.0030983135166377,2,0.0025733135166377003,0.0031733135166377,0.0008485281374238571,0.0,0.19813194616463903,LOW
244_1230,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
245_766,0.1213520202020202,0,0.0,0.0,0.0,0.0,0.0,LOW
246_43,0.0734460777784307,0,0.0,0.0,0.0,0.0,0.0,LOW
246_358,0.9733938285091674,4,0.9753779997653478,0.996582622139765,0.018018228783276108,1.0,98.91259865480686,EXTREME
246_1003,0.0031733135166377,1,0.0030983135166377,0.0030983135166377,0.0,0.0,0.21688194616463902,LOW
247_358,0.996582622139765,5,0.97322321251473,0.9877928571428573,0.012837287235027842,1.0,98.56271421487492,EXTREME
247_361,0.9612636739737804,5,0.9790357323066573,0.996582622139765,0.013690549976701681,1.0,99.05890795645924,EXTREME
247_523,0.9877476190476192,2,0.9629070723840796,0.993112925170068,0.04271752667299004,1.0,98.30967065046522,EXTREME
248_366,0.981536507936508,2,0.9604247083020828,0.9612636739737804,0.0011864766312802153,1.0,97.25489855129672,EXTREME
248_398,0.9888934704184702,0,0.0,0.0,0.0,0.0,0.0,LOW
248_404,0.896082554602955,2,0.9574849602993626,0.9608540239953284,0.004764575571333646,1.0,97.12501913183436,EXTREME
249_358,0.9840799603174604,5,0.975723744879191,0.996582622139765,0.0162458726209762,1.0,98.9264284593606,EXTREME
250_362,0.9595857426303852,6,0.9807749083365898,0.996582622139765,0.012213168544293435,1.0,99.12847499765654,EXTREME
250_404,0.9541158966033968,2,0.9284682892991417,0.9608540239953284,0.04580034523476409,1.0,95.96435229182552,EXTREME
250_522,0.993112925170068,1,0.9877476190476192,0.9877476190476192,0.0,1.0,99.14233333333334,EXTREME
250_1510,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
251_407,0.9608540239953284,2,0.9250992256031759,0.9541158966033968,0.04103576966343044,1.0,95.62744592222894,EXTREME
251_505,0.9215285226705202,3,0.9456925788029319,0.966933257157106,0.0258285844235852,1.0,96.83570086683045,EXTREME
251_510,0.9169410245364704,3,0.9472217448476151,0.966933257157106,0.02328589955648013,1.0,96.89686750861779,EXTREME
252_358,0.9877928571428573,3,0.9800827750292035,0.996582622139765,0.018819548109064266,1.0,99.10078966536109,EXTREME
252_509,0.9532034547152192,3,0.9351342681213656,0.966933257157106,0.02763409239605733,1.0,96.4133684395678,EXTREME
252_875,0.0017432595523372,0,0.0,0.0,0.0,0.0,0.0,LOW
254_507,0.966933257157106,3,0.9305576673074033,0.9532034547152192,0.01974550709079087,1.0,95.81841033375271,EXTREME
256_365,0.9961,0,0.0,0.0,0.0,0.0,0.0,LOW
256_1265,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
258_206,0.0944180819180819,0,0.0,0.0,0.0,0.0,0.0,LOW
258_678,0.0007288690721933,0,0.0,0.0,0.0,0.0,0.0,LOW
258_1217,0.0013955357388599,0,0.0,0.0,0.0,0.0,0.0,LOW
260_357,0.9772920230877205,1,0.9519036811887877,0.9519036811887877,0.0,1.0,96.63325768321513,EXTREME
260_358,0.9519036811887877,1,0.9772920230877205,0.9772920230877205,0.0,1.0,98.41044161614043,EXTREME
262_507,0.9847492346938778,0,0.0,0.0,0.0,0.0,0.0,LOW
262_1643,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
263_1026,0.0010622024055266,0,0.0,0.0,0.0,0.0,0.0,LOW
264_864,0.0052432595523372,0,0.0,0.0,0.0,0.0,0.0,LOW
264_1413,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
266_413,0.9517215449675211,1,0.9645329430982824,0.9645329430982824,0.0,1.0,97.51730601687977,EXTREME
266_545,0.0238764881198123,0,0.0,0.0,0.0,0.0,0.0,LOW
267_413,0.9645329430982824,1,0.9517215449675211,0.9517215449675211,0.0,1.0,96.62050814772648,EXTREME
267_576,0.0599114430682456,0,0.0,0.0,0.0,0.0,0.0,LOW
268_406,0.9199433507479472,0,0.0,0.0,0.0,0.0,0.0,LOW
270_329,0.1212406462250452,0,0.0,0.0,0.0,0.0,0.0,LOW
271_508,0.9948079365079364,0,0.0,0.0,0.0,0.0,0.0,LOW
272_1254,0.0044098936032178,0,0.0,0.0,0.0,0.0,0.0,LOW
273_523,0.95994175643478,0,0.0,0.0,0.0,0.0,0.0,LOW
273_611,0.1956066642095434,0,0.0,0.0,0.0,0.0,0.0,LOW
274_964,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
275_1336,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
277_511,0.930057553619319,0,0.0,0.0,0.0,0.0,0.0,LOW
278_398,0.992749248536624,0,0.0,0.0,0.0,0.0,0.0,LOW
278_421,0.6625715520152793,0,0.0,0.0,0.0,0.0,0.0,LOW
279_381,0.913585364950578,0,0.0,0.0,0.0,0.0,0.0,LOW
279_1125,0.0020217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
280_522,0.921705042016807,1,0.9684201213818864,0.9684201213818864,0.0,1.0,97.78940849673205,EXTREME
282_49,0.1380020881079705,0,0.0,0.0,0.0,0.0,0.0,LOW
282_503,0.9742312352818682,0,0.0,0.0,0.0,0.0,0.0,LOW
282_578,0.8911859082210146,3,0.9093052945532664,0.9735652736770384,0.09268820571549548,1.0,95.57916999244182,EXTREME
282_1317,0.0010217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
283_447,0.0058312937403714,0,0.0,0.0,0.0,0.0,0.0,LOW
283_522,0.9684201213818864,1,0.921705042016807,0.921705042016807,0.0,1.0,94.51935294117649,EXTREME
283_560,0.9145758816550162,0,0.0,0.0,0.0,0.0,0.0,LOW
283_573,0.9735652736770384,4,0.888762416156719,0.9512974662592312,0.062431770738741274,1.0,94.0894206340457,EXTREME
283_574,0.9512974662592312,4,0.8943293680111708,0.9735652736770384,0.07035648828931368,1.0,94.98013293075797,EXTREME
283_575,0.8030531437235294,4,0.9313904486450962,0.9735652736770384,0.03772720786553807,1.0,96.462576156115,EXTREME
283_1089,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
283_1342,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
286_916,0.0048467983651226,1,0.0026706078889321,0.0026706078889321,0.0,0.0,0.186942552225247,LOW
287_381,0.967474508657706,0,0.0,0.0,0.0,0.0,0.0,LOW
287_575,0.9095131464231008,3,0.9093052945532664,0.9735652736770384,0.09268820571549548,1.0,95.57916999244182,EXTREME
287_915,0.0026706078889321,1,0.0048467983651226,0.0048467983651226,0.0,0.0,0.339275885558582,LOW
288_502,0.985561485421592,1,0.9958462585034016,0.9958462585034016,0.0,1.0,99.7092380952381,EXTREME
289_1159,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
290_389,0.9730592025352572,0,0.0,0.0,0.0,0.0,0.0,LOW
290_496,0.9772243381372612,1,0.9958462585034016,0.9958462585034016,0.0,1.0,99.7092380952381,EXTREME
290_497,0.9958462585034016,2,0.9813929117794267,0.985561485421592,0.005895253380501375,1.0,98.82256103382483,EXTREME
292_192,0.16308371260737,0,0.0,0.0,0.0,0.0,0.0,LOW
292_534,0.9846765124918516,4,0.9068839941597039,0.9929699633699636,0.1460094800984866,1.0,96.06445866748706,EXTREME
293_535,0.9538859821888214,5,0.925495331477328,0.9929699633699636,0.13223460089971403,1.0,96.80891216019202,EXTREME
294_537,0.9929699633699636,5,0.9176785352410995,0.9911380952380952,0.12834684480170166,1.0,96.44128426678684,EXTREME
294_571,0.8960453905571558,0,0.0,0.0,0.0,0.0,0.0,LOW
295_538,0.9911380952380952,6,0.9272372551489158,0.9929699633699636,0.11721642225687334,1.0,96.87858910705553,EXTREME
295_704,0.0029408459841702,0,0.0,0.0,0.0,0.0,0.0,LOW
296_126,0.1872241171099183,0,0.0,0.0,0.0,0.0,0.0,LOW
296_534,0.6895419358419356,5,0.978364140746705,0.9929699633699636,0.016586348818891195,1.0,98.9236645309671,EXTREME
296_640,0.0092399801833044,0,0.0,0.0,0.0,0.0,0.0,LOW
297_393,0.8930097497652418,0,0.0,0.0,0.0,0.0,0.0,LOW
297_422,0.9683542483660132,1,0.965708938120703,0.965708938120703,0.0,1.0,97.59962566844922,EXTREME
297_537,0.9691501504447936,6,0.9286672069283944,0.9929699633699636,0.11802734340418163,1.0,96.93578717823468,EXTREME
298_424,0.965708938120703,1,0.9683542483660132,0.9683542483660132,0.0,1.0,97.78479738562093,EXTREME
300_218,0.6347898050315699,0,0.0,0.0,0.0,0.0,0.0,LOW
300_539,0.9731989865561294,3,0.9771855080194367,0.9911380952380952,0.012129618050595392,1.0,98.82156317792032,EXTREME
301_14,0.0164104694042284,0,0.0,0.0,0.0,0.0,0.0,LOW
301_608,0.9589627340682576,0,0.0,0.0,0.0,0.0,0.0,LOW
301_865,0.0218792335783112,0,0.0,0.0,0.0,0.0,0.0,LOW
302_513,0.9404491280038776,0,0.0,0.0,0.0,0.0,0.0,LOW
302_539,0.9712682783754214,2,0.9711745685004615,0.9731989865561294,0.002862959470238497,1.0,98.04295233670234,EXTREME
302_874,0.0248930431021207,0,0.0,0.0,0.0,0.0,0.0,LOW
302_1466,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
304_429,0.8360817541935189,0,0.0,0.0,0.0,0.0,0.0,LOW
304_563,0.9842318877204425,0,0.0,0.0,0.0,0.0,0.0,LOW
305_463,0.9583711603429254,0,0.0,0.0,0.0,0.0,0.0,LOW
306_907,0.0010217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
308_510,0.995377435064935,0,0.0,0.0,0.0,0.0,0.0,LOW
311_430,0.9055127287744934,1,0.958510644662642,0.958510644662642,0.0,1.0,97.09574512638494,EXTREME
311_595,0.9450576460056476,0,0.0,0.0,0.0,0.0,0.0,LOW
312_430,0.958510644662642,1,0.9055127287744934,0.9055127287744934,0.0,1.0,93.38589101421454,EXTREME
312_903,0.0009250777341554,0,0.0,0.0,0.0,0.0,0.0,LOW
313_1582,0.0030448468539245,0,0.0,0.0,0.0,0.0,0.0,LOW
314_442,0.9882483268983268,0,0.0,0.0,0.0,0.0,0.0,LOW
314_1575,0.0028891254824497,0,0.0,0.0,0.0,0.0,0.0,LOW
315_269,0.5998713565366959,0,0.0,0.0,0.0,0.0,0.0,LOW
315_467,0.9062769900687552,0,0.0,0.0,0.0,0.0,0.0,LOW
315_505,0.9940257936507938,0,0.0,0.0,0.0,0.0,0.0,LOW
315_1482,0.0004622024055266,0,0.0,0.0,0.0,0.0,0.0,LOW
316_50,0.5113534633188022,0,0.0,0.0,0.0,0.0,0.0,LOW
316_298,0.528459966236175,0,0.0,0.0,0.0,0.0,0.0,LOW
317_380,0.9251392544492548,0,0.0,0.0,0.0,0.0,0.0,LOW
317_593,0.9103067787639222,2,0.9483794156461534,0.992902976190476,0.06296582316692065,1.0,97.72226591156041,EXTREME
318_526,0.8061313212930866,0,0.0,0.0,0.0,0.0,0.0,LOW
318_584,0.972290476190476,1,0.9961333333333332,0.9961333333333332,0.0,1.0,99.72933333333333,EXTREME
318_593,0.9038558551018308,2,0.951604877477199,0.992902976190476,0.05840433130053904,1.0,97.85128438480224,EXTREME
320_406,0.9989642857142856,0,0.0,0.0,0.0,0.0,0.0,LOW
320_590,0.992902976190476,2,0.9070813169328764,0.9103067787639222,0.00456149186638161,1.0,93.59245604023273,EXTREME
321_1016,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
323_558,0.9872716265646498,0,0.0,0.0,0.0,0.0,0.0,LOW
323_585,0.9961333333333332,1,0.972290476190476,0.972290476190476,0.0,1.0,98.06033333333332,EXTREME
324_579,0.9897261904761906,0,0.0,0.0,0.0,0.0,0.0,LOW
325_476,0.9517067039631149,0,0.0,0.0,0.0,0.0,0.0,LOW
328_603,0.913143519305444,1,0.9120028266134595,0.9120028266134595,0.0,1.0,93.84019786294218,EXTREME
328_1011,0.0075598936032178,0,0.0,0.0,0.0,0.0,0.0,LOW
330_410,0.6611975117905355,1,0.9578325863678804,0.9578325863678804,0.0,1.0,97.04828104575162,EXTREME
330_497,0.9918833333333332,1,0.8469123967083725,0.8469123967083725,0.0,1.0,89.28386776958607,EXTREME
331_361,0.9970557823129252,1,0.9868896222318716,0.9868896222318716,0.0,1.0,99.08227355623102,EXTREME
331_600,0.9120028266134595,1,0.913143519305444,0.913143519305444,0.0,1.0,93.92004635138109,EXTREME
331_1374,0.0475604617604617,0,0.0,0.0,0.0,0.0,0.0,LOW
332_495,0.8469123967083725,1,0.9918833333333332,0.9918833333333332,0.0,1.0,99.43183333333332,EXTREME
332_535,0.8859106060606062,1,0.9778497831303066,0.9778497831303066,0.0,1.0,98.44948481912147,EXTREME
333_646,0.0504019193707796,0,0.0,0.0,0.0,0.0,0.0,LOW
334_359,0.9868896222318716,1,0.9970557823129252,0.9970557823129252,0.0,1.0,99.79390476190477,EXTREME
334_406,0.9578325863678804,1,0.6611975117905355,0.6611975117905355,0.0,1.0,76.28382582533749,EXTREME
334_536,0.9778497831303066,1,0.8859106060606062,0.8859106060606062,0.0,1.0,92.01374242424244,EXTREME
334_764,0.0021551316984559,0,0.0,0.0,0.0,0.0,0.0,LOW
335_896,0.0032932269365511,0,0.0,0.0,0.0,0.0,0.0,LOW
336_399,0.8654599343185548,1,0.9214503603308836,0.9214503603308836,0.0,1.0,94.50152522316185,EXTREME
337_398,0.9214503603308836,1,0.8654599343185548,0.8654599343185548,0.0,1.0,90.58219540229884,EXTREME
337_820,0.0010622024055266,0,0.0,0.0,0.0,0.0,0.0,LOW
338_294,0.616845311013591,0,0.0,0.0,0.0,0.0,0.0,LOW
