cell_id,susceptibility_probability,susceptibility_category,terrain_instability_score,terrain_instability_category,exposure_score,exposure_category,dominant_exposure,spatial_pressure_score,spatial_category,rainfall_trigger_score,rainfall_trigger_category,soil_wetness_score,soil_wetness_category,temporal_trajectory,temporal_category,environment_anomaly_score,environment_anomaly_category,confidence_score,uncertainty_score,confidence_category,risk_label,primary_reason,recommended_action,explanation,environment_timestamp
20_1290,2.1798365122615804e-05,LOW,76.00539291217258,EXTREME,17.19946431166758,LOW,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,83.17928146110421,16.82071853889579,HIGH,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
20_1453,0.0030122024055266,LOW,22.395993836671803,LOW,18.694816240302583,LOW,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,82.93461203961661,17.06538796038339,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
23_244,0.1526538406038406,LOW,27.659861325115564,MODERATE,57.61513080372702,HIGH,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,70.69120527793638,29.308794722063624,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
27_1200,0.0099023539206781,LOW,65.75308166409862,HIGH,14.779763527060302,LOW,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,76.37087237019513,23.62912762980487,MODERATE,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
29_729,0.0211548351491634,LOW,70.72033898305085,HIGH,41.72717360558201,MODERATE,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,81.45021481513726,18.549785184862746,HIGH,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
31_874,0.01915013636699,LOW,35.39098613251156,MODERATE,26.81591231068999,MODERATE,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,81.61423562458779,18.385764375412208,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
31_1025,0.002457848943546,LOW,28.75,MODERATE,20.98770047590807,LOW,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,82.97996823196048,17.020031768039516,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
32_1418,6.220240552665621e-05,LOW,55.93027734976887,HIGH,17.804950213544075,LOW,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,83.17597567598025,16.824024324019746,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
33_13,0.4260781725964528,MODERATE,48.46494607087828,MODERATE,53.04956660213237,HIGH,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,48.32012356944993,51.67987643055007,LOW,MODERATE SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,MODERATE SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
33_708,0.0023055357388599,LOW,72.85824345146379,HIGH,26.755093940984263,MODERATE,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,82.9924302214348,17.0075697785652,HIGH,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
39_194,0.1300831612831613,LOW,21.535053929121727,LOW,54.89721926504919,HIGH,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,72.5378972223556,27.462102777644404,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
40_15,0.0928772099880795,LOW,32.625192604006166,MODERATE,49.275118106876,MODERATE,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,75.58202051013501,24.41797948986499,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
41_966,0.0448966596305199,LOW,83.42064714946072,EXTREME,38.74160553963446,MODERATE,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,73.50770190302626,26.49229809697374,MODERATE,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
44_642,0.04196158579991,LOW,41.33474576271187,MODERATE,50.67563541694968,HIGH,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,79.74784430734888,20.252155692651115,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
44_777,0.0154936309769552,LOW,89.15254237288136,EXTREME,25.199250437014985,MODERATE,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,81.91340424740882,18.08659575259118,HIGH,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
44_843,0.0023868492959269,LOW,57.30161787365178,HIGH,30.842482628641328,MODERATE,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,82.98577729403841,17.014222705961586,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
44_1523,0.0986740981240981,LOW,17.40947611710323,LOW,53.51384671088353,HIGH,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,75.10772966264258,24.892270337357417,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
47_1039,7.659288567056101e-05,LOW,26.77773497688752,MODERATE,26.026095948753973,MODERATE,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,77.17479827305938,22.82520172694062,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
51_586,0.00637540240948,LOW,93.42449922958396,EXTREME,25.22189939749117,MODERATE,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,76.65944113020225,23.340558869797743,MODERATE,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
51_1520,0.0140601257382325,LOW,18.405238828967644,LOW,44.30780803533816,MODERATE,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,82.03069103966794,17.969308960332057,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
52_235,0.3170483753834816,MODERATE,36.15177195685671,MODERATE,56.29133432994317,HIGH,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,57.2407433414203,42.7592566585797,LOW,MODERATE SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,MODERATE SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
53_566,0.3586772402235446,MODERATE,28.04699537750385,MODERATE,52.35401120032919,HIGH,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,53.83474530905151,46.16525469094849,LOW,MODERATE SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,MODERATE SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
53_801,0.0006665180522151,LOW,74.8555469953775,HIGH,23.609686367500583,LOW,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,83.12653166852391,16.87346833147609,HIGH,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
59_1544,0.0123489023345994,LOW,18.7037750385208,LOW,41.38803324082538,MODERATE,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,82.17070022723794,17.829299772762056,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
61_1203,6.220240552665621e-05,LOW,42.88713405238829,MODERATE,15.262738907667522,LOW,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,83.17597567598025,16.824024324019746,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
62_218,0.7532799020424019,VERY_HIGH,64.0215716486903,HIGH,55.26776910411356,HIGH,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,71.17669331262896,28.823306687371044,MODERATE,VERY HIGH SUSCEPTIBILITY,high static landslide susceptibility; unstable terrain conditions,prioritize location for detailed assessment,VERY HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; unstable terrain conditions. Recommended response: prioritize location for detailed assessment.,2025-09-30 23:00:00
62_993,0.126005266955267,LOW,23.946456086286595,LOW,49.72940314241317,MODERATE,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,72.87154312191058,27.128456878089423,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
62_1076,0.0058813547904324,LOW,34.707241910631744,MODERATE,26.348012951025076,MODERATE,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,82.69986320812433,17.300136791875673,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
67_1132,2.1798365122615804e-05,LOW,29.81317411402157,MODERATE,17.656041141446856,LOW,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,83.17928146110421,16.82071853889579,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
69_27,0.4316771766880461,MODERATE,26.92989214175655,MODERATE,64.91098375654751,HIGH,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,47.86202323468321,52.13797676531679,LOW,MODERATE SUSCEPTIBILITY,"high exposure to roads, settlements or infrastructure","check nearby roads, settlements and infrastructure","MODERATE SUSCEPTIBILITY. Main evidence: high exposure to roads, settlements or infrastructure. Recommended response: check nearby roads, settlements and infrastructure.",2025-09-30 23:00:00
70_593,0.0077376713809956,LOW,31.04969183359014,MODERATE,26.084917413330743,MODERATE,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,82.5479827598055,17.452017240194493,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
80_1256,0.0018538690721933,LOW,98.82896764252698,EXTREME,18.841363427554985,LOW,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,83.02938476688934,16.970615233110664,HIGH,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
83_532,0.0999959750054757,LOW,66.47342064714945,HIGH,58.60603202815658,HIGH,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,74.99957609962078,25.000423900379214,MODERATE,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
84_1435,0.0279374458874458,LOW,17.973805855161785,LOW,40.87462806120437,MODERATE,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,80.8952739365505,19.104726063449505,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
85_1002,0.020893154786479,LOW,95.34668721109398,EXTREME,27.84201809808081,MODERATE,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,81.4716250266296,18.528374973370404,HIGH,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
87_1024,0.1951306794654621,LOW,94.43952234206472,EXTREME,50.83214181071132,HIGH,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,67.21582755289462,32.78417244710538,MODERATE,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
92_891,0.00014438949584,LOW,55.98805855161788,HIGH,23.416346402011555,LOW,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,83.16925127768188,16.83074872231812,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
93_93,0.6908721354125281,HIGH,58.72688751926041,HIGH,65.51367590888982,HIGH,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,66.07060331563927,33.929396684360725,MODERATE,HIGH SUSCEPTIBILITY,"high static landslide susceptibility; high exposure to roads, settlements or infrastructure","check nearby roads, settlements and infrastructure","HIGH SUSCEPTIBILITY. Main evidence: high static landslide susceptibility; high exposure to roads, settlements or infrastructure. Recommended response: check nearby roads, settlements and infrastructure.",2025-09-30 23:00:00
93_428,0.0016535159625936,LOW,34.89021571648691,MODERATE,31.14694349554844,MODERATE,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,83.0457772940384,16.954222705961598,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
94_580,0.0238975061227602,LOW,58.64791987673344,HIGH,31.86677529459256,MODERATE,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,81.22581446275206,18.774185537247945,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
96_631,0.0066060301151077,LOW,86.36748844375963,EXTREME,26.35813597330029,MODERATE,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,82.6405715906509,17.359428409349107,HIGH,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
97_1012,0.0818039398196932,LOW,31.276964560862865,MODERATE,55.83336708898141,HIGH,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,76.48801534209389,23.511984657906112,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
101_401,0.1135609575846148,LOW,66.33667180277351,HIGH,43.406980763519925,MODERATE,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,73.88971388860031,26.110286111399688,MODERATE,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
102_554,0.0124385979380986,LOW,70.9553158705701,HIGH,45.28638510101645,MODERATE,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,82.16336149604254,17.83663850395746,HIGH,LOW SUSCEPTIBILITY,unstable terrain conditions,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: unstable terrain conditions. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
102_1442,0.0015932269365511,LOW,25.0462249614792,MODERATE,22.14439050483086,LOW,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,83.05071003253279,16.94928996746721,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
104_1297,0.0125535159625936,LOW,42.062788906009246,MODERATE,42.52721933812843,MODERATE,SETTLEMENT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,82.15395911222024,17.846040887779765,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
105_74,0.2038334733893556,LOW,37.33436055469954,MODERATE,57.14422672355264,HIGH,TRANSPORT,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,66.50378077730335,33.49621922269665,MODERATE,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
107_1391,2.1798365122615804e-05,LOW,27.28813559322034,MODERATE,18.01380029157178,LOW,INFRASTRUCTURE,0.0,LOW,24.072700691121742,LOW,13.215996809055468,LOW,STABLE_LOW,LOW,23.62883145523344,NORMAL,83.17928146110421,16.82071853889579,HIGH,LOW SUSCEPTIBILITY,no major independent warning signal,continue routine monitoring,LOW SUSCEPTIBILITY. Main evidence: no major independent warning signal. Recommended response: continue routine monitoring.,2025-09-30 23:00:00
