cell_id,label,risk_probability,factor_1,factor_1_contribution,factor_1_value,factor_2,factor_2_contribution,factor_2_value,factor_3,factor_3_contribution,factor_3_value,factor_4,factor_4_contribution,factor_4_value,factor_5,factor_5_contribution,factor_5_value
171_726,0,0.0028099262190038944,road_distance_m,-0.2912816128316128,2353.5466257651183,near_road_250m,-0.04207026512694087,0.0,road_density_500m_km_per_km2,-0.018226879361125936,0.0,elevation_std_m,-0.005666666666666669,10.208928108215332,settlement_distance_m,-0.0029333333333333334,3795.219942687917
206_941,0,0.0012217983651226158,road_distance_m,-0.27058636363636357,6268.170090456049,near_road_250m,-0.08017206887874462,0.0,road_density_500m_km_per_km2,-0.03275670995670996,0.0,settlement_distance_m,-0.01176666666666667,9359.08393950142,amenity_distance_m,-0.011137861811391222,6285.5175699745405
213_922,0,0.0012217983651226158,road_distance_m,-0.2676085858585858,5747.242552247581,near_road_250m,-0.08034746570414142,0.0,road_density_500m_km_per_km2,-0.03292337662337663,0.0,settlement_distance_m,-0.01216666666666667,8860.285134499918,amenity_distance_m,-0.010637861811391222,5754.9096074345525
214_923,0,6.220240552665621e-05,road_distance_m,-0.27403306693306684,5880.780107083954,near_road_250m,-0.07538000538668112,0.0,road_density_500m_km_per_km2,-0.030261760461760465,0.0,amenity_distance_m,-0.011857142857142858,5888.696359120779,slope_deg,-0.003533333333333333,38.75123977661133
216_668,0,0.015555131698455954,road_distance_m,-0.3667023809523809,4192.677209694591,near_road_250m,-0.09890595745393752,0.0,road_density_500m_km_per_km2,-0.028788455988455995,0.0,aspect_sin,0.012033333333333339,-0.9842712201020448,slope_deg,-0.0035833333333333255,33.869510650634766
222_1036,0,0.003562202405526656,road_distance_m,-0.1973123487623488,6048.975823239254,near_road_250m,-0.05899090004757579,0.0,road_density_500m_km_per_km2,-0.02292842712842713,0.0,amenity_distance_m,-0.006780952380952382,7188.988172948968,settlement_distance_m,-0.0034999999999999996,6050.971176932835
223_591,0,0.011548021457099131,road_distance_m,-0.36268644688644686,2023.404270171429,near_road_250m,-0.11210913205711218,0.0,road_density_500m_km_per_km2,-0.02953149696574354,0.0,settlement_distance_m,0.00997142857142857,2174.2939540129387,amenity_distance_m,-0.009781684981684986,6961.332122209639
240_1004,0,0.0019733135166377673,road_distance_m,-0.2553216561216561,9600.83598394323,near_road_250m,-0.08116333872001445,0.0,road_density_500m_km_per_km2,-0.025640331890331887,0.0,amenity_distance_m,-0.011523809523809523,10858.90435596886,slope_deg,-0.0035333333333333336,38.68256759643555
244_1007,0,0.0030983135166377674,road_distance_m,-0.2553883227883227,9449.172350153654,near_road_250m,-0.07794905300572873,0.0,road_density_500m_km_per_km2,-0.027140331890331895,0.0,amenity_distance_m,-0.01503214285714286,10816.87515428546,slope_deg,-0.006283333333333332,38.68256759643555
246_1003,0,0.0031733135166377665,road_distance_m,-0.25459149739149733,9894.113154400988,near_road_250m,-0.08204508475176046,0.0,road_density_500m_km_per_km2,-0.025440331890331885,0.0,amenity_distance_m,-0.013009523809523813,11261.066138174036,slope_deg,-0.0016666666666666683,36.33291244506836
263_1026,0,0.0010622024055266562,road_distance_m,-0.2483859418359418,8693.145412269696,near_road_250m,-0.083778995285671,0.0,road_density_500m_km_per_km2,-0.025306998556998556,0.0,amenity_distance_m,-0.010226190476190476,10606.730111866314,settlement_distance_m,-0.0016666666666666663,8694.612175948983
267_576,1,0.059911443068245605,road_distance_m,-0.1967955607693989,542.2582312173989,near_road_250m,-0.03404250757048758,0.0,elevation_std_m,-0.03341357253857253,5.8647308349609375,slope_deg,-0.030925790875790844,10.207858085632324,elevation_m,0.026686082564778252,1422.0
270_329,0,0.1212406462250452,road_distance_m,-0.32553491799500944,234.228831967118,elevation_std_m,-0.03474981298894343,5.762801170349121,elevation_m,0.017432005192874772,995.0,slope_deg,-0.017102702188503446,12.735011100769045,aspect_sin,0.016845798319327726,-0.974391148151427
273_611,0,0.19560666420954348,road_distance_m,-0.689203375472996,180.9262257737277,aspect_cos,-0.03330714285714284,-0.889566689201587,slope_deg,0.02545483405483409,35.16743469238281,elevation_std_m,0.016948122558648887,17.46601676940918,elevation_m,0.01423346244398871,2289.0
274_964,0,6.220240552665621e-05,road_distance_m,-0.2586772116772116,9809.60920463021,near_road_250m,-0.08407286252953826,0.0,road_density_500m_km_per_km2,-0.026345093795093793,0.0,amenity_distance_m,-0.011257142857142856,13123.77908626602,slope_deg,-0.003533333333333333,40.3876953125
279_1125,0,0.0020217983651226157,road_distance_m,-0.25116133866133855,7445.333146370768,near_road_250m,-0.07463238633906208,0.0,road_density_500m_km_per_km2,-0.02323073593073593,0.0,amenity_distance_m,-0.014669047619047621,9845.718005999472,slope_deg,-0.004950000000000001,41.2964096069336
282_578,1,0.8911859082210147,elevation_m,0.060759523809523985,1712.0,road_distance_m,0.05746099687349704,1.6318157475744657,settlement_distance_m,-0.03462647907647909,1027.4095865185066,slope_deg,-0.029409267089499758,21.15760803222656,road_density_500m_km_per_km2,0.023784343434343436,14.591949471672804
283_560,1,0.9145758816550162,elevation_m,0.08590940773772582,1631.0,amenity_distance_m,-0.012153419817539257,813.5655115358986,aspect_cos,-0.00939494569757715,0.9844275980553828,slope_deg,0.008711111111111114,25.72525978088379,settlement_distance_m,0.008427777777778256,1413.2319711926932
283_573,1,0.9735652736770385,elevation_m,0.05590627705627704,1529.0,road_distance_m,0.04300692640692627,8.25979411992368,elevation_std_m,0.018182539682539578,15.399214744567873,slope_deg,0.014458355758355856,33.17089080810547,aspect_sin,0.006555555555555426,0.5183018883738244
283_574,1,0.9512974662592311,elevation_m,0.052355050505050627,1578.0,road_distance_m,0.04232950937950908,22.82827801179628,settlement_distance_m,-0.016212844247950553,763.070515024845,road_density_500m_km_per_km2,0.015993333333333304,13.591617920576208,aspect_cos,0.015539964724438082,-0.7709614802508752
283_575,1,0.8030531437235294,elevation_std_m,-0.05567440911578814,9.262961387634276,elevation_m,0.04934018759018777,1622.0,slope_deg,-0.03688246753246749,16.981739044189453,road_distance_m,0.022562481962482117,42.52571892558721,settlement_distance_m,-0.019916379601485623,794.4865619246112
283_1089,0,6.220240552665621e-05,road_distance_m,-0.26271054501054497,7260.956527495183,near_road_250m,-0.08137286252953825,0.0,road_density_500m_km_per_km2,-0.026511760461760462,0.0,amenity_distance_m,-0.011357142857142856,9884.424780698018,slope_deg,-0.003533333333333333,43.138668060302734
287_575,1,0.9095131464231007,elevation_m,0.06842280583833293,1394.0,settlement_distance_m,-0.03592532621043243,448.2745650329868,road_distance_m,0.026985497835497974,31.402605750899653,aspect_cos,0.014728070175438646,-0.1465487027679709,road_density_500m_km_per_km2,0.013486984126984014,8.912029133620877
294_571,1,0.8960453905571559,settlement_distance_m,-0.04931123876123811,377.1843328543135,elevation_m,0.04588737373737406,1293.0,elevation_std_m,0.0335799422799421,21.375537872314453,road_distance_m,0.023384704184704064,29.357895064121927,aspect_cos,-0.018486507936507746,0.9813137615289322
296_126,0,0.1872241171099183,road_distance_m,-0.7797381742284278,178.9314652636469,road_density_500m_km_per_km2,0.04888063492063485,21.02539872846568,aspect_cos,-0.027378787878787864,-0.8755775582928161,elevation_m,-0.003867460317460353,1026.0,settlement_distance_m,0.0026437229437229204,2167.229768480283
296_640,0,0.009239980183304432,road_distance_m,-0.23163523401885466,1401.4982610994357,near_road_250m,-0.06116709052376626,0.0,road_density_500m_km_per_km2,-0.02582018537018536,0.0,elevation_std_m,-0.008688095238095241,6.303046703338623,slope_deg,-0.0038285714285714294,11.174756050109863
301_608,1,0.9589627340682573,elevation_m,0.10454691516493864,1847.0,slope_deg,0.04650793271056397,45.54458618164063,elevation_std_m,0.03995714285714269,16.81517219543457,amenity_distance_m,0.023129346622369762,533.0940983465937,road_density_500m_km_per_km2,0.019606330749353806,12.76564542249382
304_563,1,0.9842318877204423,elevation_m,0.07020396825396835,1623.0,road_distance_m,0.023040892468098262,12.83735121268572,slope_deg,0.013016666666666454,26.04067039489746,road_density_500m_km_per_km2,0.01193650793650769,22.91470587943473,aspect_cos,0.00819066076042807,0.8320503335416466
311_595,1,0.9450576460056476,elevation_m,0.08575349508372787,1441.0,road_density_500m_km_per_km2,0.03145079365079362,11.612890938559335,aspect_cos,0.021587666135034267,0.2425358183152424,slope_deg,-0.011707733707733592,29.19422149658203,settlement_distance_m,-0.007009523809523799,3085.132564523929
315_269,0,0.5998713565366959,settlement_distance_m,-0.33846760502569273,4980.267469964616,road_density_500m_km_per_km2,0.04961457431457461,30.20590440076457,amenity_distance_m,0.03640714285714308,3607.593698370152,aspect_sin,-0.03584523809523832,0.999314835476444,elevation_std_m,-0.014154761904761948,11.324614524841309
316_298,0,0.528459966236175,settlement_distance_m,-0.41770865643308075,5937.234730453958,elevation_m,-0.06936467732357521,1038.0,road_density_500m_km_per_km2,0.04567092352092367,29.28280830193171,amenity_distance_m,-0.03946031746031764,1238.1893628843934,aspect_cos,-0.019201587301587053,0.4472137875035032
317_593,1,0.9103067787639221,elevation_m,0.06854393939393943,1390.0,aspect_cos,-0.06715400013423223,0.9945054588995608,road_distance_m,0.021569246031746037,3.3694951508673983,elevation_std_m,0.014290476190475965,15.23154640197754,slope_deg,-0.007402251837358209,32.913352966308594
318_526,0,0.8061313212930865,settlement_distance_m,-0.09327540161395576,299.6840624719581,elevation_m,0.05643953823953829,962.0,near_settlement_1km,-0.02987628915202456,1.0,road_density_500m_km_per_km2,0.017489365079364827,9.742162027272984,elevation_std_m,-0.008054545454545647,12.175668716430664
325_476,1,0.9517067039631149,elevation_m,0.06522777777777788,1792.0,road_distance_m,0.04183758658008663,5.882142546380118,amenity_distance_m,-0.01664054221923761,4915.998776055839,road_density_500m_km_per_km2,0.013902857142857106,17.087299500857974,aspect_cos,-0.013844444444444437,-0.9113704835456324
330_497,1,0.9918833333333332,elevation_m,0.07649343434343436,1690.0,slope_deg,0.027073776108436864,34.93183135986328,elevation_std_m,0.016942857142857037,16.7117919921875,road_distance_m,0.011866215728715712,12.68902915463188,road_density_500m_km_per_km2,0.008237698412698391,22.19777616497897
332_495,1,0.8469123967083725,elevation_m,0.05834553610640547,1748.0,elevation_std_m,-0.05708694173321527,8.098162651062012,road_distance_m,0.0448054095967888,8.989791239244193,aspect_cos,-0.04243037518037518,0.998752346709706,road_density_500m_km_per_km2,0.03888315295815248,22.78443280733064
332_535,1,0.8859106060606061,amenity_distance_m,-0.09057004397718671,130.30659713261585,elevation_m,0.04445317460317455,1283.0,road_distance_m,0.03872620893318557,4.1868337696002245,slope_deg,0.014773160173160216,24.51827812194824,road_density_500m_km_per_km2,0.010207619047618688,16.485716186513
334_536,1,0.9778497831303065,elevation_m,0.07409839424141773,1290.0,slope_deg,0.03836928953399499,39.43379974365234,elevation_std_m,0.03043015873015853,18.97431755065918,road_density_500m_km_per_km2,0.010017124400147681,16.549222013474342,road_distance_m,0.007271428571428595,45.1558960880764
338_466,1,0.9398256235827664,aspect_cos,-0.04768730158730161,-0.9978801204158084,elevation_m,0.04600873015873008,1255.0,slope_deg,0.018893939393939463,37.985389709472656,road_distance_m,0.01002162698412723,35.16719264382417,road_density_500m_km_per_km2,0.009971471861471848,17.3381501099437
338_513,1,0.8762137821988886,elevation_m,0.07953773448773438,1156.0,elevation_std_m,-0.04833615749330045,8.730534553527832,slope_deg,-0.028742707281449564,19.906658172607425,road_density_500m_km_per_km2,0.01962698412698405,11.573969868077286,road_distance_m,0.011423976215355292,25.35586095387284
339_465,1,0.9652554252625682,elevation_m,0.05702777777777801,1205.0,road_density_500m_km_per_km2,0.02317616161616176,18.86025358736885,road_distance_m,0.021306190568690764,6.6917559904870725,aspect_cos,-0.009174917343704458,-0.9994448911318152,slope_deg,0.0012272727272728545,26.951923370361328
339_466,1,0.9797985673057102,elevation_m,0.07664682539682544,1254.0,road_density_500m_km_per_km2,0.02742183261183284,19.947416551003656,road_distance_m,0.019162824675324708,7.444059171739043,amenity_distance_m,-0.002849999999999908,3720.780573067757,aspect_cos,-0.0016005583693456948,-0.951708475507011
339_467,1,0.9925952380952381,elevation_m,0.07798696303696317,1308.0,elevation_std_m,0.026523809523809283,15.98610496520996,slope_deg,0.02150901722391052,33.869510650634766,road_distance_m,0.01031130952380932,14.847126264494998,road_density_500m_km_per_km2,0.00937746031746034,15.807743173400723
339_490,1,0.976298446113785,elevation_m,0.06401568844592087,1625.0,road_density_500m_km_per_km2,0.02315446950710076,31.077744123015176,elevation_std_m,0.016394397759103563,14.639705657958984,road_distance_m,0.016291323953823933,19.2688231696159,aspect_cos,0.007321212121211951,0.1689641857571235
339_491,1,0.9865330447330446,elevation_m,0.06107835497835501,1621.0,elevation_std_m,0.023827731092436966,20.7459659576416,slope_deg,0.021613458648119477,39.97866821289063,road_distance_m,0.014231800144300144,0.4243567856176141,road_density_500m_km_per_km2,0.011506349206348965,31.077744123015176
340_465,1,0.9350853397924822,elevation_m,0.07724126984126956,1190.0,road_distance_m,0.053866841029340695,2.254506405696139,road_density_500m_km_per_km2,0.05007907647907617,19.947416551003656,aspect_sin,-0.00560000000000016,-0.1293392493484638,slope_deg,-0.0043705627705629135,21.45036697387696
341_486,1,0.992222619047619,elevation_m,0.07443629148629172,1559.0,slope_deg,0.025347328912222133,35.28396987915039,elevation_std_m,0.01852548262548248,16.786237716674805,road_density_500m_km_per_km2,0.010679365079364955,41.54435144477494,road_distance_m,0.004932738095238198,9.455825871116724
342_465,1,0.8126013139200412,elevation_m,0.10516186868686872,1184.0,elevation_std_m,-0.09013929006816934,8.26565170288086,slope_deg,-0.03831755237100043,18.474489212036133,road_density_500m_km_per_km2,0.02939047619047619,13.06288471931503,settlement_distance_m,-0.008107539682539744,2950.214185200663
342_468,1,0.9432338399189463,elevation_m,0.10852676767676772,1282.0,road_density_500m_km_per_km2,0.05661331168831163,15.021108992923144,road_distance_m,0.017849404761904775,31.49392567914973,elevation_std_m,-0.01756349206349228,9.78787326812744,amenity_distance_m,0.014086507936508008,3372.630737204287
345_474,1,0.9655630472701899,elevation_m,0.057044227994227925,1601.0,slope_deg,0.03494393939393947,33.64849090576172,elevation_std_m,0.029257350757350697,16.759740829467773,aspect_cos,-0.02200207428230716,-0.9670744107965884,road_distance_m,0.020460515873015894,15.937009368482006
350_510,1,0.9357853517276015,elevation_m,0.06644126984127008,1141.0,aspect_cos,-0.055527809658041716,0.9984603435550072,road_density_500m_km_per_km2,0.02696865079365074,25.66136640267164,aspect_sin,0.009497619047619255,0.0554701933295426,road_distance_m,0.006533531746031995,10.093901559936135
351_482,1,0.9374376847902284,elevation_m,0.0873603641456584,1541.0,aspect_cos,-0.0412081487633813,0.9928768384352076,road_density_500m_km_per_km2,0.03879484126984145,39.49403599887261,road_distance_m,-0.012336309523809152,24.099046512930503,slope_deg,0.011735714285714183,23.099565505981445
351_510,1,0.9705715324672299,elevation_m,0.07847142857142853,1140.0,road_density_500m_km_per_km2,0.025094047619047544,26.443136754452148,settlement_distance_m,-0.010453968253968382,2926.6766787075585,aspect_sin,0.004608815958815793,-0.2355998353536071,aspect_cos,0.002822406792173937,0.9718501518142358
353_512,1,0.953669416065114,elevation_m,0.06166645021645034,1120.0,road_density_500m_km_per_km2,0.026605158730158784,25.574152547891657,elevation_std_m,-0.013154545454545419,12.899420738220217,settlement_distance_m,-0.010067676767676725,2893.7692442384828,aspect_cos,-0.008577016007248361,0.948683365934
358_530,1,0.9262548853486126,road_density_500m_km_per_km2,0.10210815295815245,18.57571832566877,elevation_m,0.08392763347763321,1105.0,road_distance_m,0.033938672438672435,33.060455862129686,elevation_std_m,-0.025799589490968833,8.157402038574219,aspect_sin,-0.012128571428571266,-0.5299992123778435
360_519,0,0.8926428142779207,elevation_m,0.11379310134310128,690.0,road_density_500m_km_per_km2,0.08598593073593075,24.78520180978981,elevation_std_m,-0.035195039682539675,9.386094093322754,aspect_sin,-0.016731962481962404,0.9908301651722764,slope_deg,-0.010456835207656057,20.61224365234375
364_545,0,0.7484782188399836,amenity_distance_m,-0.061093578643578894,159.33049294353933,settlement_distance_m,-0.03898346098346106,270.9515231921491,elevation_m,0.030398340548340452,1525.0,aspect_cos,0.025287445887445914,-0.7739570577324936,road_density_500m_km_per_km2,-0.015111428571428775,44.57048088899043
367_468,1,0.06726950727867645,road_distance_m,-0.4190456140350878,315.61536951341856,near_road_250m,-0.13468230945942014,0.0,elevation_m,0.039904880204971696,1582.0,amenity_distance_m,0.020833919944789468,1237.3425483289643,road_density_500m_km_per_km2,-0.018780068394315022,2.21416990018516
369_539,1,0.9612759655377304,elevation_m,0.04777650127650157,1049.0,road_distance_m,0.03978831168831154,5.01116726107598,elevation_std_m,0.024885714285714067,16.56636619567871,slope_deg,0.02312748917748908,34.004051208496094,amenities_within_1km,-0.014687445887445638,4.0
370_476,0,0.157538771470018,road_distance_m,-0.21676315852842204,706.8590593917738,near_road_250m,-0.06795143033854087,0.0,elevation_m,0.044536975651368535,1819.0,aspect_sin,0.04128482040834987,-0.992277912105967,amenity_distance_m,0.0278958247066943,472.097796749211
377_494,1,0.8505763748183723,settlement_distance_m,-0.09593216381727021,241.71978902171185,road_distance_m,0.02930086200349369,4.354311323539453,elevation_m,0.024930046310278953,1623.0,near_settlement_1km,-0.024004048892284247,1.0,road_density_500m_km_per_km2,-0.01422222222222247,17.863158768926372
377_504,1,0.9399769094544529,elevation_m,0.07323655462184864,1466.0,road_distance_m,0.023335912698412953,22.63676624218927,elevation_std_m,-0.022434126984126834,9.78787326812744,road_density_500m_km_per_km2,0.021269264069263993,16.687218472496387,aspect_sin,-0.012234981684981716,-0.6866236710113057
379_464,1,0.9913277777777778,elevation_m,0.05386632811632808,1258.0,elevation_std_m,0.02567468897468894,17.218278884887695,slope_deg,0.025307718522611933,36.70574569702149,road_density_500m_km_per_km2,0.008207222222222255,26.10716684999783,road_distance_m,0.008136706349206269,0.898212235818056
381_468,1,0.9963905982905983,elevation_m,0.05634105339105344,1541.0,slope_deg,0.035840258205151576,35.77946853637695,elevation_std_m,0.02437798567798577,17.155784606933594,road_distance_m,0.007908928571428664,11.625041593857588,road_density_500m_km_per_km2,0.004715555555555473,25.28613929000188
384_469,1,0.9475346335697401,elevation_m,0.07964278499278488,1548.0,road_density_500m_km_per_km2,0.0385830158730156,24.77447091397433,slope_deg,0.017724891774891893,26.323421478271484,elevation_std_m,-0.016042063492063274,12.896549224853516,amenity_distance_m,-0.01457460317460324,1275.5074204406187
384_549,0,0.07452494531889711,road_distance_m,-0.41208722894191996,577.5497384987744,near_road_250m,-0.09450991518702581,0.0,elevation_m,0.03901945451954604,1094.0,amenity_distance_m,0.012925983436852993,1195.3784669924817,aspect_cos,-0.011124285714285712,-0.8288486920942975
386_469,1,0.9940729933580997,elevation_m,0.07712777777777768,1445.0,road_density_500m_km_per_km2,0.026852857142857012,26.57878579475907,slope_deg,0.017862987012987053,26.323421478271484,road_distance_m,0.014298082010581803,11.050694381020548,amenity_distance_m,-0.004133333333333322,1428.2363080290727
386_471,1,0.9947126126126126,elevation_m,0.06486406926406951,1512.0,elevation_std_m,0.02320476190476184,14.91043186187744,road_distance_m,0.01102559523809521,19.56294126388683,road_density_500m_km_per_km2,0.010701269841269734,26.57878579475907,slope_deg,0.010179854944748379,32.52389907836914
391_522,1,0.9644786172161176,elevation_m,0.10286020091020154,647.0,slope_deg,0.035464710664077526,44.39583587646485,elevation_std_m,0.033014371514371366,23.599016189575195,aspect_cos,-0.008521501831501577,0.6055220624440306,amenity_distance_m,0.004619047619047856,1155.154351984958
398_514,1,0.9746569902319903,elevation_m,0.059589710289710496,636.0,slope_deg,0.02864230387190314,41.9578857421875,elevation_std_m,0.02147548262548249,21.978666305541992,road_density_500m_km_per_km2,0.02109722222222221,38.27296228517469,aspect_cos,-0.008851739926739932,0.7348035494412634
399_549,1,0.9145399267399273,aspect_cos,-0.07322197802197739,0.9919498040511212,elevation_m,0.047916550116550716,773.0,elevation_std_m,0.026275482625482627,18.82669448852539,road_density_500m_km_per_km2,0.009265873015873116,10.512092443759112,slope_deg,0.002360557840157429,38.75123977661133
404_506,1,0.8026797389406083,road_density_500m_km_per_km2,0.0907418831168828,17.915077331241875,elevation_std_m,-0.07083404695828366,7.023768901824951,aspect_cos,-0.04447508047508053,0.7071067811865476,slope_deg,-0.042312554112554635,14.762840270996094,elevation_m,0.03318971970058893,579.0
406_456,0,0.9268661811887878,elevation_m,0.09369913419913423,908.0,road_density_500m_km_per_km2,0.06276450216450213,41.63944532700086,slope_deg,-0.01973853874883269,21.304685592651367,road_distance_m,0.0116142857142858,38.370841272985146,elevation_std_m,-0.011265079365079367,9.944289207458496
406_513,1,0.9804149350649355,elevation_std_m,0.056005555555555864,17.222579956054688,elevation_m,0.05492027417027434,555.0,slope_deg,0.03563409356875491,34.90015411376953,aspect_sin,-0.014301731601731316,-0.8741573452168387,road_distance_m,0.012529924242424162,17.634878916665443
407_527,1,0.989468253968254,elevation_m,0.05315057720057714,1277.0,elevation_std_m,0.02522468897468888,20.22649574279785,slope_deg,0.024483908998802484,39.5526008605957,road_distance_m,0.007237500000000119,1.8770900019003964,aspect_sin,-0.001388888888888884,0.430729342904092
409_488,1,0.9823366337796573,elevation_m,0.044703589046612424,853.0,elevation_std_m,0.032225396825396935,17.60050392150879,slope_deg,0.022201082251082305,37.042362213134766,road_distance_m,0.014341829004328899,15.731260549933632,road_density_500m_km_per_km2,0.01096744186046561,29.56951493542483
409_509,1,0.9644715284715286,elevation_m,0.05748480408480405,651.0,elevation_std_m,0.04609444444444466,17.15938377380371,slope_deg,0.03323726817192907,37.85405349731445,road_density_500m_km_per_km2,0.018090079365079226,29.36466447941948,aspect_sin,-0.014163636363636378,-0.9372218586171018
410_480,1,0.91864205500382,aspect_cos,0.020385129134496305,-0.9805806618302796,road_distance_m,0.012890692640692647,15.902194121172748,elevation_std_m,-0.012679870129870263,13.704103469848633,elevation_m,0.011329004329004189,722.0,road_density_500m_km_per_km2,0.010594126984126984,26.45220072007028
410_491,1,0.9351501438806676,elevation_m,0.07069687908990252,950.0,elevation_std_m,0.023774603174603448,26.66018295288086,road_density_500m_km_per_km2,0.015801568844592273,26.959075234004747,aspect_sin,-0.009940692640692528,-0.998168494580484,amenity_distance_m,-0.008518272425249052,800.0393346064953
412_530,1,0.6059922448352685,road_distance_m,-0.37618452242202216,87.66064037676693,elevation_m,0.14241078740381075,1583.0,road_density_500m_km_per_km2,0.05880363233665553,22.06376388168185,aspect_cos,-0.03090793650793633,-0.7949512361878119,slope_deg,0.028856060606060274,38.99844741821289
413_476,1,0.9073709150326799,aspect_sin,-0.0460896825396826,-0.9079594528364262,elevation_std_m,0.04595238095238119,23.24639892578125,road_distance_m,0.02934632034632023,5.530521204253881,settlement_distance_m,-0.02481810966810971,652.2816672459345,near_settlement_1km,-0.02145765639589159,1.0
427_1149,0,6.220240552665621e-05,road_distance_m,-0.2312486402486402,3537.173969345748,near_road_250m,-0.07131074131741705,0.0,road_density_500m_km_per_km2,-0.01780699855699856,0.0,amenity_distance_m,-0.008799999999999999,23900.424572377065,elevation_std_m,-0.0015,13.261845588684082
429_1090,0,2.1798365122615804e-05,road_distance_m,-0.24927086247086241,1334.3592769983368,near_road_250m,-0.07089905300572875,0.0,road_density_500m_km_per_km2,-0.023464069264069264,0.0,amenity_distance_m,-0.012369047619047622,20347.347047463834,slope_deg,-0.0026,37.69499588012695
443_1108,0,2.1798365122615804e-05,road_distance_m,-0.2501462592962592,3161.1968772212,near_road_250m,-0.09108714824382395,0.0,road_density_500m_km_per_km2,-0.029556926406926413,0.0,amenity_distance_m,-0.015319264069264068,20899.749447136623,elevation_std_m,-0.0025666666666666667,16.529062271118164
446_347,1,0.8587774170274173,road_density_500m_km_per_km2,0.015613174603174573,9.32971360991675,road_distance_m,0.013136706349206495,24.916499869868368,aspect_cos,-0.009991952607291688,-0.9994448911318152,amenity_distance_m,0.004262471655328892,1309.23775814982,elevation_m,0.0036645743145745646,288.0
449_1054,0,0.0013955357388599895,road_distance_m,-0.11826808469308477,2254.6853188516866,near_road_250m,-0.027961534968210716,0.0,road_density_500m_km_per_km2,-0.012657792207792208,0.0,elevation_std_m,-0.004188095238095238,4.85340690612793,amenity_distance_m,-0.004066666666666666,16316.21823124629
450_1086,0,0.0006884650317892824,road_distance_m,-0.22051776001776,897.5959025689817,near_road_250m,-0.06202740798408372,0.0,road_density_500m_km_per_km2,-0.016925974025974025,0.0,amenity_distance_m,-0.007950000000000002,18749.92988302557,elevation_std_m,-0.0014999999999999998,13.581031799316406
456_342,0,0.8560244201397592,elevation_m,0.08404993982672393,410.0,aspect_sin,-0.04460268759018782,-1.0,amenity_distance_m,-0.025354761904762046,1057.9787890255843,road_distance_m,-0.02076190476190487,66.85751816806825,road_density_500m_km_per_km2,0.018009523809523476,15.677131545738172
